Date,Day,Month,Time,Source Key,City,State,Temperature (?C),Humidity (%),Power Generated (kW),Equivalent Current (A),Consumption (kW),Energy Loss (%),Demand (kW),Revenue ($),Maintenance Cost ($),Profit ($),Panel Efficiency (%)
24,Wednesday,11,16:00,1469,Kochi,Kerala,35.6,67.32,203.42,34.7,11.88,3.09,213.66,149.91,68.36,81.55,22.91
24,Wednesday,11,17:00,1470,Kochi,Kerala,36.47,59.28,193.26,45.44,166.51,7.5,219.85,149.35,58.89,90.46,19.53
24,Wednesday,11,18:00,1471,Kochi,Kerala,26.97,84.8,0,0,0,3.96,0,0,0,0,0
24,Wednesday,11,19:00,1472,Kochi,Kerala,28.45,76.17,0,0,0,7.79,0,0,0,0,0
24,Wednesday,11,20:00,1473,Kochi,Kerala,27.01,72.4,0,0,0,4.02,0,0,0,0,0
24,Wednesday,11,21:00,1474,Kochi,Kerala,25.64,83,0,0,0,3.89,0,0,0,0,0
24,Wednesday,11,22:00,1475,Kochi,Kerala,26.86,74.83,0,0,0,9.96,0,0,0,0,0
24,Wednesday,11,23:00,1476,Kochi,Kerala,25.45,62.21,0,0,0,3.93,0,0,0,0,0
25,Thursday,11,0:00,1477,Kochi,Kerala,28.35,84.66,0,0,0,6.32,0,0,0,0,0
25,Thursday,11,1:00,1478,Kochi,Kerala,30.27,89.86,0,0,0,9.77,0,0,0,0,0
25,Thursday,11,2:00,1479,Kochi,Kerala,29.36,89.52,0,0,0,9.69,0,0,0,0,0
25,Thursday,11,3:00,1480,Kochi,Kerala,29.32,62.83,0,0,0,7.33,0,0,0,0,0
25,Thursday,11,4:00,1481,Kochi,Kerala,26.9,78.81,0,0,0,5.75,0,0,0,0,0
25,Thursday,11,5:00,1482,Kochi,Kerala,30.79,61.71,0,0,0,3.84,0,0,0,0,0
25,Thursday,11,6:00,1483,Kochi,Kerala,28.27,51.84,0,0,0,4.11,0,0,0,0,0
25,Thursday,11,7:00,1484,Kochi,Kerala,32.55,50.58,0,0,0,6.58,0,0,0,0,0
25,Thursday,11,8:00,1485,Kochi,Kerala,34.57,67.27,201.04,39.57,163.87,3.75,201.15,132.68,52.68,80,18.98
25,Thursday,11,9:00,1486,Kochi,Kerala,32.4,58.52,193.64,45.78,190.4,4.06,212.71,132.95,46.92,86.03,19.85
25,Thursday,11,10:00,1487,Kochi,Kerala,33.96,66.79,201.05,39.14,129.79,2.91,198.2,142.96,41.96,101,20.03
25,Thursday,11,11:00,1488,Kochi,Kerala,32.66,59.7,187.96,31.02,114.31,6.93,205.24,124.84,70.56,54.28,15.73
25,Thursday,11,12:00,1489,Kochi,Kerala,36.34,45.01,190.34,31.12,114.42,3.84,218.48,144.36,73.26,71.1,18.01
25,Thursday,11,13:00,1490,Kochi,Kerala,36.71,54.8,191.35,44.59,94.05,2.58,223.42,140.77,44.69,96.08,16.3
25,Thursday,11,14:00,1491,Kochi,Kerala,35.39,48.27,201.62,46.65,166.87,8.95,191.14,145.75,45.3,100.45,17.8
25,Thursday,11,15:00,1492,Kochi,Kerala,35.88,62.56,192.59,29.07,37.13,3.16,200.68,149.28,79.24,70.04,20.92
25,Thursday,11,16:00,1493,Kochi,Kerala,38.68,61.5,196.55,26.13,0.96,5.37,193.42,132.72,57.52,75.2,19.34
25,Thursday,11,17:00,1494,Kochi,Kerala,38.25,50.3,202.43,49.91,120.39,2.99,180.14,132.18,49.97,82.21,18.43
25,Thursday,11,18:00,1495,Kochi,Kerala,29.29,71.15,0,0,0,9.39,0,0,0,0,0
25,Thursday,11,19:00,1496,Kochi,Kerala,25.32,85.5,0,0,0,2.85,0,0,0,0,0
25,Thursday,11,20:00,1497,Kochi,Kerala,28.99,69.65,0,0,0,5.8,0,0,0,0,0
25,Thursday,11,21:00,1498,Kochi,Kerala,27.61,81.57,0,0,0,5.59,0,0,0,0,0
25,Thursday,11,22:00,1499,Kochi,Kerala,25.86,86.4,0,0,0,9.55,0,0,0,0,0
25,Thursday,11,23:00,1500,Kochi,Kerala,27.47,70.24,0,0,0,9.57,0,0,0,0,0
26,Friday,11,0:00,1501,Kochi,Kerala,30.46,78.69,0,0,0,7.36,0,0,0,0,0
26,Friday,11,1:00,1502,Kochi,Kerala,27.74,68.15,0,0,0,2.86,0,0,0,0,0
26,Friday,11,2:00,1503,Kochi,Kerala,33.53,87.88,0,0,0,3.91,0,0,0,0,0
26,Friday,11,3:00,1504,Kochi,Kerala,35.45,66.47,0,0,0,8.4,0,0,0,0,0
26,Friday,11,4:00,1505,Kochi,Kerala,25.87,86.68,0,0,0,7.5,0,0,0,0,0
26,Friday,11,5:00,1506,Kochi,Kerala,29.31,78.24,0,0,0,8.66,0,0,0,0,0
26,Friday,11,6:00,1507,Kochi,Kerala,31.25,49.15,0,0,0,2.82,0,0,0,0,0
26,Friday,11,7:00,1508,Kochi,Kerala,38.77,61.82,0,0,0,6.87,0,0,0,0,0
26,Friday,11,8:00,1509,Kochi,Kerala,37.87,67.15,196.45,37.24,138.21,4.37,202.56,132.93,63.26,69.67,14.38
26,Friday,11,9:00,1510,Kochi,Kerala,31.29,58.08,198.76,27.42,80.67,8.92,200.07,152.52,62.07,90.45,20.01
26,Friday,11,10:00,1511,Kochi,Kerala,36.18,63.18,202.02,30.92,30.74,5.45,204.16,129.24,50.04,79.2,13.62
26,Friday,11,11:00,1512,Kochi,Kerala,37.52,47.83,196.58,30.72,127.19,9.32,199.54,147.31,54.72,92.59,13.35
26,Friday,11,12:00,1513,Kolkata,West Bengal,37.04,51.41,202.5,30.23,23.22,4.59,209.6,141.35,55.09,86.26,21.81
26,Friday,11,13:00,1514,Kolkata,West Bengal,33.72,54.52,195.83,26.59,77.42,4.74,188.37,121.07,40.11,80.96,24.05
26,Friday,11,14:00,1515,Kolkata,West Bengal,34.04,45.98,197.04,25.34,26.93,6.23,213.5,131.83,70.15,61.68,16.57
26,Friday,11,15:00,1516,Kolkata,West Bengal,37.78,67.29,204.13,28.89,60.42,5.52,218.08,144.69,64.25,80.44,21.89
26,Friday,11,16:00,1517,Kolkata,West Bengal,37.88,49.36,203.61,34.47,4.05,2.93,198.38,152.06,45.38,106.68,14.95
26,Friday,11,17:00,1518,Kolkata,West Bengal,39.99,54.26,185.5,47.11,47.71,7.99,199.63,130.05,74.36,55.69,13.32
26,Friday,11,18:00,1519,Kolkata,West Bengal,27.52,87.4,0,0,0,2.43,0,0,0,0,0
26,Friday,11,19:00,1520,Kolkata,West Bengal,27.32,75.91,0,0,0,8.95,0,0,0,0,0
26,Friday,11,20:00,1521,Kolkata,West Bengal,26.44,89.19,0,0,0,6.02,0,0,0,0,0
26,Friday,11,21:00,1522,Kolkata,West Bengal,27.65,63.58,0,0,0,9.02,0,0,0,0,0
26,Friday,11,22:00,1523,Kolkata,West Bengal,26.6,67.71,0,0,0,4.89,0,0,0,0,0
26,Friday,11,23:00,1524,Kolkata,West Bengal,26.53,66.14,0,0,0,5.92,0,0,0,0,0
27,Saturday,11,0:00,1525,Kolkata,West Bengal,25.19,63.32,0,0,0,8.76,0,0,0,0,0
27,Saturday,11,1:00,1526,Kolkata,West Bengal,36.12,73.81,0,0,0,8.86,0,0,0,0,0
27,Saturday,11,2:00,1527,Kolkata,West Bengal,36,65.2,0,0,0,3.1,0,0,0,0,0
27,Saturday,11,3:00,1528,Kolkata,West Bengal,31.51,73.25,0,0,0,4.59,0,0,0,0,0
27,Saturday,11,4:00,1529,Kolkata,West Bengal,27.33,79.51,0,0,0,2.21,0,0,0,0,0
27,Saturday,11,5:00,1530,Kolkata,West Bengal,31.35,81.26,0,0,0,2.58,0,0,0,0,0
27,Saturday,11,6:00,1531,Kolkata,West Bengal,33.8,63.18,0,0,0,8.07,0,0,0,0,0
27,Saturday,11,7:00,1532,Kolkata,West Bengal,38.43,48.88,0,0,0,2.27,0,0,0,0,0
27,Saturday,11,8:00,1533,Kolkata,West Bengal,32.08,54.22,187,42.16,37.87,3.92,186.9,138.92,70.94,67.98,17.16
27,Saturday,11,9:00,1534,Kolkata,West Bengal,34.74,67.69,202.45,31.19,131.18,3.17,205.51,130.44,49.74,80.7,19.57
27,Saturday,11,10:00,1535,Kolkata,West Bengal,39.84,54.93,196.44,37.61,138.25,4.59,219.75,122.98,41.09,81.89,21.03
27,Saturday,11,11:00,1536,Kolkata,West Bengal,39.13,65.12,199.07,37.42,57.39,7.79,190.54,129.52,53.57,75.95,16.31
27,Saturday,11,12:00,1537,Kolkata,West Bengal,35.97,44.33,192.9,31.49,69.88,5.62,209.23,122.63,57.87,64.76,22.53
27,Saturday,11,13:00,1538,Kolkata,West Bengal,35.7,61.83,200.85,32.91,165.46,7.91,191.59,126.88,74.28,52.6,16.16
27,Saturday,11,14:00,1539,Kolkata,West Bengal,36.63,52.63,203.88,48.74,51.09,5.6,183.22,140.49,52.1,88.39,15.76
27,Saturday,11,15:00,1540,Kolkata,West Bengal,38.71,43.52,193.42,49.78,73.15,5.18,223.28,140,42.44,97.56,16.07
27,Saturday,11,16:00,1541,Kolkata,West Bengal,39.79,55.67,188.23,28.51,143.21,5.31,216.86,124.5,79.56,44.94,19.16
27,Saturday,11,17:00,1542,Kolkata,West Bengal,37.66,58.85,187.21,47.94,70.33,5.75,206.64,135.1,40.89,94.21,24.62
27,Saturday,11,18:00,1543,Kolkata,West Bengal,28.59,79.66,0,0,0,2.09,0,0,0,0,0
27,Saturday,11,19:00,1544,Kolkata,West Bengal,27.37,76.26,0,0,0,6.82,0,0,0,0,0
27,Saturday,11,20:00,1545,Kolkata,West Bengal,28.63,62.64,0,0,0,8.48,0,0,0,0,0
27,Saturday,11,21:00,1546,Kolkata,West Bengal,27.59,61.14,0,0,0,3.33,0,0,0,0,0
27,Saturday,11,22:00,1547,Kolkata,West Bengal,26.22,85.61,0,0,0,6.77,0,0,0,0,0
27,Saturday,11,23:00,1548,Kolkata,West Bengal,26.64,75.2,0,0,0,2.4,0,0,0,0,0
28,Sunday,11,0:00,1549,Kolkata,West Bengal,35.09,61.56,0,0,0,8.47,0,0,0,0,0
28,Sunday,11,1:00,1550,Kolkata,West Bengal,34.56,62.1,0,0,0,2.06,0,0,0,0,0
28,Sunday,11,2:00,1551,Kolkata,West Bengal,28.13,79.78,0,0,0,4.34,0,0,0,0,0
28,Sunday,11,3:00,1552,Kolkata,West Bengal,36.02,86.14,0,0,0,2.48,0,0,0,0,0
28,Sunday,11,4:00,1553,Kolkata,West Bengal,26.35,69.79,0,0,0,7.25,0,0,0,0,0
28,Sunday,11,5:00,1554,Kolkata,West Bengal,33.2,81.62,0,0,0,3.53,0,0,0,0,0
28,Sunday,11,6:00,1555,Kolkata,West Bengal,33.18,51.91,0,0,0,4.14,0,0,0,0,0
28,Sunday,11,7:00,1556,Kolkata,West Bengal,30.17,40.8,0,0,0,3.71,0,0,0,0,0
28,Sunday,11,8:00,1557,Kolkata,West Bengal,31.4,63.22,203.54,20.16,78.62,7.58,181.52,120.39,77.18,43.21,24.05
28,Sunday,11,9:00,1558,Kolkata,West Bengal,36.26,57.19,199.11,34.34,195.21,8.79,205.68,120.26,76.44,43.82,19.26
28,Sunday,11,10:00,1559,Kolkata,West Bengal,38.35,41.68,185.25,41.2,49.96,8.82,198.14,138.09,61.72,76.37,19.93
28,Sunday,11,11:00,1560,Kolkata,West Bengal,31.96,55.87,190.12,20.41,151.49,8.26,197.77,122.22,68.16,54.06,15.99
28,Sunday,11,12:00,1561,Kolkata,West Bengal,32.97,66.54,204.06,37.74,102.98,7.77,214.64,135.79,55.6,80.19,24.49
28,Sunday,11,13:00,1562,Kolkata,West Bengal,36.54,49.74,191.64,42.35,183.66,3.46,224.89,152.82,54.92,97.9,20.54
28,Sunday,11,14:00,1563,Kolkata,West Bengal,39.23,55.82,200.9,46.16,58.5,3.81,195.98,149.61,62.11,87.5,19.77
28,Sunday,11,15:00,1564,Kolkata,West Bengal,37.16,52.5,188.31,39.92,25.88,2.31,216.17,129.71,70.45,59.26,16.45
28,Sunday,11,16:00,1565,Kolkata,West Bengal,38.4,60.97,185.4,31.85,158.16,3.39,199.07,134.47,79.93,54.54,20.36
28,Sunday,11,17:00,1566,Kolkata,West Bengal,38.64,54,194.28,25.39,178.44,6.91,205.73,129.22,41.04,88.18,18.3
28,Sunday,11,18:00,1567,Kolkata,West Bengal,28.3,77.71,0,0,0,7.18,0,0,0,0,0
28,Sunday,11,19:00,1568,Kolkata,West Bengal,28.03,68.35,0,0,0,7.41,0,0,0,0,0
28,Sunday,11,20:00,1569,Kolkata,West Bengal,28.22,76.4,0,0,0,8.05,0,0,0,0,0
28,Sunday,11,21:00,1570,Kolkata,West Bengal,26.98,85.48,0,0,0,5.83,0,0,0,0,0
28,Sunday,11,22:00,1571,Kolkata,West Bengal,27.08,68.67,0,0,0,4.73,0,0,0,0,0
28,Sunday,11,23:00,1572,Kolkata,West Bengal,26.93,65.01,0,0,0,7.43,0,0,0,0,0
29,Monday,11,0:00,1573,Kolkata,West Bengal,28.49,68.8,0,0,0,9.78,0,0,0,0,0
29,Monday,11,1:00,1574,Kolkata,West Bengal,33.41,83.3,0,0,0,4.58,0,0,0,0,0
29,Monday,11,2:00,1575,Kolkata,West Bengal,33.35,67.75,0,0,0,2.86,0,0,0,0,0
29,Monday,11,3:00,1576,Kolkata,West Bengal,27.92,81.56,0,0,0,7.21,0,0,0,0,0
29,Monday,11,4:00,1577,Kolkata,West Bengal,33.05,72.49,0,0,0,7.59,0,0,0,0,0
29,Monday,11,5:00,1578,Kolkata,West Bengal,31.22,71.43,0,0,0,6.16,0,0,0,0,0
29,Monday,11,6:00,1579,Kolkata,West Bengal,33.97,65.94,0,0,0,4.22,0,0,0,0,0
29,Monday,11,7:00,1580,Kolkata,West Bengal,39.09,49.07,0,0,0,2.1,0,0,0,0,0
29,Monday,11,8:00,1581,Kolkata,West Bengal,36,55.15,204.53,32.01,29.07,8.61,201.05,128.15,71.1,57.05,20.84
29,Monday,11,9:00,1582,Kolkata,West Bengal,35.51,68.59,188.76,33.25,48.39,6.16,223.68,132.47,49.45,83.02,20.66
29,Monday,11,10:00,1583,Kolkata,West Bengal,38.54,69.42,202.02,23.45,176.03,9.9,193.15,121.2,57.33,63.87,18.76
29,Monday,11,11:00,1584,Kolkata,West Bengal,38.11,68.12,188.06,31.69,73.74,3.64,218.48,149.64,46.17,103.47,18.57
29,Monday,11,12:00,1585,Kolkata,West Bengal,35.22,53.1,198.11,49.68,149.27,9.3,190.99,139.31,55.86,83.45,17.77
29,Monday,11,13:00,1586,Kolkata,West Bengal,36.55,53,202.77,49.06,35.11,6.11,222.42,137.95,63.43,74.52,15.66
29,Monday,11,14:00,1587,Kolkata,West Bengal,39.52,41.46,187.16,43.39,33.11,7.33,206.37,140.45,49.76,90.69,22.58
29,Monday,11,15:00,1588,Kolkata,West Bengal,37.66,46.59,193.23,31.53,168.74,9.19,213.73,140.17,56.11,84.06,21.66
29,Monday,11,16:00,1589,Kolkata,West Bengal,35.82,52.49,204.2,35.75,18.28,6.67,214.54,132.28,55.91,76.37,24.91
29,Monday,11,17:00,1590,Kolkata,West Bengal,39.99,64.27,192.02,20,128.97,4.05,182.79,128.21,55.32,72.89,17.44
29,Monday,11,18:00,1591,Kolkata,West Bengal,28.38,86.84,0,0,0,7.36,0,0,0,0,0
29,Monday,11,19:00,1592,Kolkata,West Bengal,29.18,69.74,0,0,0,8.54,0,0,0,0,0
29,Monday,11,20:00,1593,Kolkata,West Bengal,25.37,63.99,0,0,0,8.76,0,0,0,0,0
29,Monday,11,21:00,1594,Kolkata,West Bengal,25.88,69.19,0,0,0,5.77,0,0,0,0,0
29,Monday,11,22:00,1595,Kolkata,West Bengal,25.89,88.06,0,0,0,8.57,0,0,0,0,0
29,Monday,11,23:00,1596,Kolkata,West Bengal,27.5,69.74,0,0,0,3.53,0,0,0,0,0
30,Tuesday,11,0:00,1597,Kolkata,West Bengal,38.49,81.91,0,0,0,9.81,0,0,0,0,0
30,Tuesday,11,1:00,1598,Kolkata,West Bengal,36.52,60.78,0,0,0,3.64,0,0,0,0,0
30,Tuesday,11,2:00,1599,Kolkata,West Bengal,37.11,80.05,0,0,0,7.22,0,0,0,0,0
30,Tuesday,11,3:00,1600,Kolkata,West Bengal,28.95,79.53,0,0,0,7.08,0,0,0,0,0
30,Tuesday,11,4:00,1601,Kolkata,West Bengal,27.33,78.64,0,0,0,4.42,0,0,0,0,0
30,Tuesday,11,5:00,1602,Kolkata,West Bengal,30.49,77.06,0,0,0,6.28,0,0,0,0,0
30,Tuesday,11,6:00,1603,Kolkata,West Bengal,28.41,58.78,0,0,0,3.36,0,0,0,0,0
30,Tuesday,11,7:00,1604,Kolkata,West Bengal,28.83,53.87,0,0,0,7.77,0,0,0,0,0
30,Tuesday,11,8:00,1605,Kolkata,West Bengal,37.54,53.39,188.76,44.84,56.57,4.69,210.89,136.28,56.29,79.99,22.97
30,Tuesday,11,9:00,1606,Kolkata,West Bengal,35.53,54.26,200.58,32.25,51.46,4.68,183.02,136.52,70.64,65.88,19.85
30,Tuesday,11,10:00,1607,Kolkata,West Bengal,38.65,60.14,199.12,38.62,5.22,6.26,182.35,153.59,46.59,107,15.49
30,Tuesday,11,11:00,1608,Kolkata,West Bengal,38.46,58.52,201.41,24.88,50.55,2.83,212.21,126.12,61.02,65.1,16.39
30,Tuesday,11,12:00,1609,Kolkata,West Bengal,38.29,66.92,200.49,38.31,159.26,5.14,209.69,129.7,72.72,56.98,19.97
30,Tuesday,11,13:00,1610,Kolkata,West Bengal,38.92,45.11,202.6,43.38,182.35,8.18,207.29,146.41,63.02,83.39,14.82
30,Tuesday,11,14:00,1611,Kolkata,West Bengal,34.43,53.22,195.79,24.08,31.43,8.66,195.71,134.99,69.85,65.14,14.54
30,Tuesday,11,15:00,1612,Kolkata,West Bengal,34.9,67.92,204.74,29.75,178.9,5.42,196.23,138.27,63.1,75.17,18.31
30,Tuesday,11,16:00,1613,Kolkata,West Bengal,38.93,52.93,193.95,41.97,76.77,6.99,196.99,141.71,76.88,64.83,19.08
30,Tuesday,11,17:00,1614,Kolkata,West Bengal,38.87,67.33,188.29,22.26,172.95,2.68,215.9,151.01,62.08,88.93,13.19
30,Tuesday,11,18:00,1615,Kolkata,West Bengal,27.77,61.55,0,0,0,9.91,0,0,0,0,0
30,Tuesday,11,19:00,1616,Kolkata,West Bengal,26.75,86.11,0,0,0,6.56,0,0,0,0,0
30,Tuesday,11,20:00,1617,Kolkata,West Bengal,26.51,67.49,0,0,0,6.76,0,0,0,0,0
30,Tuesday,11,21:00,1618,Kolkata,West Bengal,27.18,83.77,0,0,0,7.91,0,0,0,0,0
30,Tuesday,11,22:00,1619,Kolkata,West Bengal,25.97,61.86,0,0,0,8.69,0,0,0,0,0
30,Tuesday,11,23:00,1620,Kolkata,West Bengal,26.18,69.53,0,0,0,9.24,0,0,0,0,0
1,Wednesday,12,0:00,1621,Kolkata,West Bengal,31.36,86.98,0,0,0,2.11,0,0,0,0,0
1,Wednesday,12,1:00,1622,Kolkata,West Bengal,37.89,72.8,0,0,0,7.97,0,0,0,0,0
1,Wednesday,12,2:00,1623,Kolkata,West Bengal,33.58,88.79,0,0,0,2.25,0,0,0,0,0
1,Wednesday,12,3:00,1624,Kolkata,West Bengal,33.91,64.58,0,0,0,2.93,0,0,0,0,0
1,Wednesday,12,4:00,1625,Kolkata,West Bengal,36.6,80.26,0,0,0,6.32,0,0,0,0,0
1,Wednesday,12,5:00,1626,Kolkata,West Bengal,26.34,62.99,0,0,0,2.34,0,0,0,0,0
1,Wednesday,12,6:00,1627,Kolkata,West Bengal,28.4,58.3,0,0,0,7.75,0,0,0,0,0
1,Wednesday,12,7:00,1628,Kolkata,West Bengal,30.4,45.2,0,0,0,2.5,0,0,0,0,0
1,Wednesday,12,8:00,1629,Kolkata,West Bengal,30.69,52.78,186.57,43.03,53.42,6.78,217.84,145.64,77.87,67.77,23.02
1,Wednesday,12,9:00,1630,Kolkata,West Bengal,32.49,40.94,191.4,25.39,66.61,2.02,196.89,152.63,62.96,89.67,22.77
1,Wednesday,12,10:00,1631,Kolkata,West Bengal,33.49,55.62,203.8,34.58,48.95,2.7,180.48,154.33,44.03,110.3,22.39
1,Wednesday,12,11:00,1632,Kolkata,West Bengal,34.9,52.72,201.25,35.76,45.31,6.07,183.25,148.29,65.83,82.46,19.71
1,Wednesday,12,12:00,1633,Kolkata,West Bengal,32.67,41.87,203.86,44.77,71.96,6.24,224.53,152.29,44.86,107.43,19.71
1,Wednesday,12,13:00,1634,Kolkata,West Bengal,39.78,67.56,197.65,25.16,152.54,5.28,202.66,132.96,70.12,62.84,18.26
1,Wednesday,12,14:00,1635,Kolkata,West Bengal,34.11,64.42,189.54,30.09,161.62,4.19,180.06,149.49,42.51,106.98,13.17
1,Wednesday,12,15:00,1636,Kolkata,West Bengal,36.68,60.5,197.19,25.34,68.03,8.62,221.56,130.78,55.35,75.43,18.05
1,Wednesday,12,16:00,1637,Kolkata,West Bengal,38.92,58.05,193.1,44.66,146.62,2.62,181.94,148.33,70.38,77.95,19.26
1,Wednesday,12,17:00,1638,Kolkata,West Bengal,37.18,43.08,202.13,28.22,28.29,4.38,206.73,137.25,72.68,64.57,13.05
1,Wednesday,12,18:00,1639,Kolkata,West Bengal,25.98,69.68,0,0,0,6.41,0,0,0,0,0
1,Wednesday,12,19:00,1640,Kolkata,West Bengal,25.47,60.74,0,0,0,8.53,0,0,0,0,0
1,Wednesday,12,20:00,1641,Kolkata,West Bengal,26.94,76.44,0,0,0,8.85,0,0,0,0,0
1,Wednesday,12,21:00,1642,Kolkata,West Bengal,28.19,82.37,0,0,0,3.93,0,0,0,0,0
1,Wednesday,12,22:00,1643,Kolkata,West Bengal,25.3,85.9,0,0,0,8.47,0,0,0,0,0
1,Wednesday,12,23:00,1644,Kolkata,West Bengal,27.02,65.6,0,0,0,4.59,0,0,0,0,0
2,Thursday,12,0:00,1645,Kolkata,West Bengal,38.65,89.91,0,0,0,5.65,0,0,0,0,0
2,Thursday,12,1:00,1646,Kolkata,West Bengal,31.64,77.69,0,0,0,9.58,0,0,0,0,0
2,Thursday,12,2:00,1647,Kolkata,West Bengal,30.33,76.41,0,0,0,2.11,0,0,0,0,0
2,Thursday,12,3:00,1648,Kolkata,West Bengal,33.5,76.68,0,0,0,3.09,0,0,0,0,0
2,Thursday,12,4:00,1649,Kolkata,West Bengal,26.54,62.92,0,0,0,2.08,0,0,0,0,0
2,Thursday,12,5:00,1650,Kolkata,West Bengal,25.71,73.16,0,0,0,2.15,0,0,0,0,0
2,Thursday,12,6:00,1651,Kolkata,West Bengal,31.89,56.42,0,0,0,6.5,0,0,0,0,0
2,Thursday,12,7:00,1652,Kolkata,West Bengal,36.28,57.26,0,0,0,8.46,0,0,0,0,0
2,Thursday,12,8:00,1653,Kolkata,West Bengal,30.54,55.96,191.68,24.66,24.17,3.6,204.77,127.23,56.55,70.68,21.6
2,Thursday,12,9:00,1654,Kolkata,West Bengal,38.89,40.12,189.86,38.62,138.3,6.82,221.85,132.74,76.1,56.64,21.91
2,Thursday,12,10:00,1655,Kolkata,West Bengal,38.5,67.33,197.3,23.66,5.27,5.35,188.65,145.03,78.86,66.17,20.01
2,Thursday,12,11:00,1656,Kolkata,West Bengal,33.89,59.29,188.46,25.49,99.09,5.92,218.04,141.59,55.66,85.93,15.64
2,Thursday,12,12:00,1657,Kolkata,West Bengal,37.69,65.68,200.37,47.43,110.33,6.74,180.63,136.02,50.07,85.95,24.51
2,Thursday,12,13:00,1658,Kolkata,West Bengal,37.43,55.84,193.62,33.86,155.47,3.82,220.1,146.81,66.28,80.53,24.34
2,Thursday,12,14:00,1659,Kolkata,West Bengal,37.19,46.92,200.55,42.32,147.77,4.12,218.72,151.38,47.85,103.53,18.05
2,Thursday,12,15:00,1660,Kolkata,West Bengal,35.2,48.21,200,46.61,10.12,9.74,195.79,121.33,77.3,44.03,21.99
2,Thursday,12,16:00,1661,Kolkata,West Bengal,39.58,49.13,190.04,29.24,111.65,7.19,185.7,126.32,69.97,56.35,23.22
2,Thursday,12,17:00,1662,Kolkata,West Bengal,38.71,46.06,194.07,29.77,12.39,8.09,180.2,153.9,79.65,74.25,16.77
2,Thursday,12,18:00,1663,Kolkata,West Bengal,25.55,85.51,0,0,0,8.68,0,0,0,0,0
2,Thursday,12,19:00,1664,Kolkata,West Bengal,25.61,64.77,0,0,0,5.49,0,0,0,0,0
2,Thursday,12,20:00,1665,Kolkata,West Bengal,26.42,88.23,0,0,0,5.57,0,0,0,0,0
2,Thursday,12,21:00,1666,Kolkata,West Bengal,27.78,88.96,0,0,0,7.63,0,0,0,0,0
2,Thursday,12,22:00,1667,Kolkata,West Bengal,26.47,69.13,0,0,0,7.99,0,0,0,0,0
2,Thursday,12,23:00,1668,Kolkata,West Bengal,26.2,89.8,0,0,0,2.38,0,0,0,0,0
3,Friday,12,0:00,1669,Kolkata,West Bengal,30.62,85.66,0,0,0,8.43,0,0,0,0,0
3,Friday,12,1:00,1670,Kolkata,West Bengal,28.61,64.76,0,0,0,7.95,0,0,0,0,0
3,Friday,12,2:00,1671,Kolkata,West Bengal,32.09,71.48,0,0,0,2.91,0,0,0,0,0
3,Friday,12,3:00,1672,Kolkata,West Bengal,27.53,88.39,0,0,0,2.44,0,0,0,0,0
3,Friday,12,4:00,1673,Kolkata,West Bengal,30.55,83.3,0,0,0,4.69,0,0,0,0,0
3,Friday,12,5:00,1674,Kolkata,West Bengal,28.98,67.1,0,0,0,3.55,0,0,0,0,0
3,Friday,12,6:00,1675,Kolkata,West Bengal,30.81,62.85,0,0,0,3.73,0,0,0,0,0
3,Friday,12,7:00,1676,Kolkata,West Bengal,31.71,44.34,0,0,0,7.28,0,0,0,0,0
3,Friday,12,8:00,1677,Kolkata,West Bengal,39.56,61.47,196.7,44.92,106.48,2.73,185.14,150.58,75.41,75.17,14.3
3,Friday,12,9:00,1678,Kolkata,West Bengal,35.91,57.99,193.16,45.32,183.74,9.54,205.76,136.68,69.48,67.2,20.45
3,Friday,12,10:00,1679,Kolkata,West Bengal,38.34,60.29,204.54,47.95,42.1,2.19,211.33,147.27,42.4,104.87,24.39
3,Friday,12,11:00,1680,Kolkata,West Bengal,33.44,42.14,191.02,48.71,30.22,7.31,188.52,131.34,71.8,59.54,14.61
3,Friday,12,12:00,1681,Bengaluru,Karnataka,33.97,61.2,197,49.88,72.24,9.64,214.32,148.75,61.12,87.63,20.48
3,Friday,12,13:00,1682,Bengaluru,Karnataka,37.65,45.08,194.47,28.89,73.88,4.92,195.93,126.1,58.17,67.93,19.78
3,Friday,12,14:00,1683,Bengaluru,Karnataka,34.22,43.44,202.63,21.25,32.58,5.43,222.74,123.26,48.52,74.74,13.38
3,Friday,12,15:00,1684,Bengaluru,Karnataka,39.82,68.42,203.58,29.75,105.36,2.77,210.62,139.63,56.52,83.11,17.76
3,Friday,12,16:00,1685,Bengaluru,Karnataka,37.73,40.53,195.56,36.29,87.07,7.4,204.32,139.25,62.17,77.08,14.62
3,Friday,12,17:00,1686,Bengaluru,Karnataka,38.56,59.26,192.47,33.4,62.9,2.8,193.13,140.13,54.5,85.63,19.42
3,Friday,12,18:00,1687,Bengaluru,Karnataka,27.3,83.76,0,0,0,4.55,0,0,0,0,0
3,Friday,12,19:00,1688,Bengaluru,Karnataka,25.85,70.14,0,0,0,6.25,0,0,0,0,0
3,Friday,12,20:00,1689,Bengaluru,Karnataka,26.84,60.43,0,0,0,4.32,0,0,0,0,0
3,Friday,12,21:00,1690,Bengaluru,Karnataka,27.33,88.92,0,0,0,5.29,0,0,0,0,0
3,Friday,12,22:00,1691,Bengaluru,Karnataka,27.55,65.78,0,0,0,2.33,0,0,0,0,0
